replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
LT999987	LT999987_5	acrie1	5	defense-finder-models/ADF/Anti_CRISPR/acrie1	LT999987_acrie1_2	1	1	0.143	1.5	1	acrie1	mandatory	101	6.2e-60	191.8	0.99	0.99	1	100			Anti_CRISPR	acrie1	Antidefense
LT999987	LT999987_6	acrif3	6	defense-finder-models/ADF/Anti_CRISPR/acrif3	LT999987_acrif3_3	1	1	0.143	1.5	1	acrif3	mandatory	140	1.5e-85	276.4	0.993	0.986	1	138			Anti_CRISPR	acrif3	Antidefense
LT999987	LT999987_7	acrif5	7	defense-finder-models/ADF/Anti_CRISPR/acrif5	LT999987_acrif5_4	1	1	0.143	1.5	1	acrif5	mandatory	80	1.7000000000000002e-58	186.5	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
LT999987	LT999987_8	aca1	8	defense-finder-models/ADF/Anti_CRISPR/acrie1	LT999987_acrie1_2	1	1	0.143	1.5	1	aca1	accessory	74	7.7e-41	130.1	0.972	0.946	1	70		LT999987_Aca_alone_1,LT999987_acrif3_3,LT999987_acrif5_4	Anti_CRISPR	acrie1	Antidefense
LT999987	LT999987_8	aca1	8	defense-finder-models/ADF/Anti_CRISPR/acrif3	LT999987_acrif3_3	1	1	0.143	1.5	1	aca1	accessory	74	7.7e-41	130.1	0.972	0.946	1	70		LT999987_Aca_alone_1,LT999987_acrie1_2,LT999987_acrif5_4	Anti_CRISPR	acrif3	Antidefense
LT999987	LT999987_8	aca1	8	defense-finder-models/ADF/Anti_CRISPR/acrif5	LT999987_acrif5_4	1	1	0.143	1.5	1	aca1	accessory	74	7.7e-41	130.1	0.972	0.946	1	70		LT999987_Aca_alone_1,LT999987_acrie1_2,LT999987_acrif3_3	Anti_CRISPR	acrif5	Antidefense
MF042360	MF042360_120	narp1_namat	120	defense-finder-models/ADF/NADP/NARP1	MF042360_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	577	3.5e-201	663.9	0.989	0.988	5	574			NADP	NARP1	Antidefense
MF042360	MF042360_124	narp1_adps	124	defense-finder-models/ADF/NADP/NARP1	MF042360_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	294	2e-92	304.2	0.807	0.861	23	275			NADP	NARP1	Antidefense
MF042360	MF042360_193	tad1	193	defense-finder-models/ADF/Anti_Thoeris/tad1	MF042360_tad1_2	1	1	1.0	1.0	1	tad1	mandatory	204	1.7999999999999997e-24	80.9	0.678	0.436	113	201			Anti_Thoeris	tad1	Antidefense
MF042361	MF042361_6	acriia7	6	defense-finder-models/ADF/Anti_Thoeris/tad2_acriia7	MF042361_tad2_acriia7_1	1	1	1.0	0.8	1	tad2	mandatory	165	8.4e-26	82.2	0.71	0.539	73	161			Anti_Thoeris	tad2_acriia7	Antidefense
MF063068	MF063068_136	tad1	136	defense-finder-models/ADF/Anti_Thoeris/tad1	MF063068_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	135	8.4e-25	81.6	0.62	0.556	59	133			Anti_Thoeris	tad1	Antidefense
MF490239	MF490239_77	klca	77	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	MF490239_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	138	8.9e-50	160.9	0.822	0.978	3	137			Anti_RM	ardb_klca_acric11	Antidefense
MF805716	MF805716_168	tad1	168	defense-finder-models/ADF/Anti_Thoeris/tad1	MF805716_tad1_1	1	1	1.0	1.0	1	tad1	mandatory	231	3.2e-21	70.1	0.835	0.468	120	227			Anti_Thoeris	tad1	Antidefense
MF893340	MF893340_145	narp1_namat	145	defense-finder-models/ADF/NADP/NARP1	MF893340_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	585	7.400000000000001e-201	661.5	0.979	0.99	4	582			NADP	NARP1	Antidefense
MF893340	MF893340_148	narp1_adps	148	defense-finder-models/ADF/NADP/NARP1	MF893340_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	290	1.7999999999999999e-93	306.3	0.855	0.938	16	287			NADP	NARP1	Antidefense
MF974178	MF974178_141	narp1_namat	141	defense-finder-models/ADF/NADP/NARP1	MF974178_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	8.399999999999999e-208	684.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
MF974178	MF974178_143	narp1_adps	143	defense-finder-models/ADF/NADP/NARP1	MF974178_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
MG018930	MG018930_144	narp1_namat	144	defense-finder-models/ADF/NADP/NARP1	MG018930_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	597	8.600000000000002e-214	704.2	0.977	0.99	5	595			NADP	NARP1	Antidefense
MG018930	MG018930_147	narp1_adps	147	defense-finder-models/ADF/NADP/NARP1	MG018930_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	279	3.2999999999999996e-90	295.6	0.824	0.9	16	266			NADP	NARP1	Antidefense
MG707188	MG707188_29	aca1	29	defense-finder-models/ADF/Anti_CRISPR/acrif7	MG707188_acrif7_2	1	1	0.143	1.5	1	aca1	accessory	71	1.6e-35	113.4	0.958	0.93	4	69		MG707188_Aca_alone_1	Anti_CRISPR	acrif7	Antidefense
MG707188	MG707188_30	acrif7	30	defense-finder-models/ADF/Anti_CRISPR/acrif7	MG707188_acrif7_2	1	1	0.143	1.5	1	acrif7	mandatory	68	3.6e-43	137.8	0.882	0.985	1	67			Anti_CRISPR	acrif7	Antidefense
MH370478	MH370478_140	narp1_namat	140	defense-finder-models/ADF/NADP/NARP1	MH370478_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	4.199999999999999e-208	685.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
MH370478	MH370478_142	narp1_adps	142	defense-finder-models/ADF/NADP/NARP1	MH370478_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.7e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
MH643777	MH643777_5	acrif2_c2	5	defense-finder-models/ADF/Anti_CRISPR/acrif2_c2	MH643777_acrif2_c2_2	1	1	0.143	1.5	1	acrif2_c2	mandatory	98	1e-57	184.5	1.0	0.969	1	95			Anti_CRISPR	acrif2_c2	Antidefense
MH643777	MH643777_6	aca1	6	defense-finder-models/ADF/Anti_CRISPR/acrif2_c2	MH643777_acrif2_c2_2	1	1	0.143	1.5	1	aca1	accessory	74	3.1999999999999996e-41	131.3	0.972	0.946	1	70		MH643777_Aca_alone_1	Anti_CRISPR	acrif2_c2	Antidefense
MH643778	MH643778_6	acrif3	6	defense-finder-models/ADF/Anti_CRISPR/acrif3	MH643778_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	140	1.2e-84	273.7	0.993	0.986	1	138			Anti_CRISPR	acrif3	Antidefense
MH643778	MH643778_7	acrif5	7	defense-finder-models/ADF/Anti_CRISPR/acrif5	MH643778_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	2e-58	186.5	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
MH643778	MH643778_8	aca1	8	defense-finder-models/ADF/Anti_CRISPR/acrif3	MH643778_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	74	8.9e-41	130.1	0.972	0.946	1	70		MH643778_Aca_alone_1,MH643778_acrif5_3	Anti_CRISPR	acrif3	Antidefense
MH643778	MH643778_8	aca1	8	defense-finder-models/ADF/Anti_CRISPR/acrif5	MH643778_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	74	8.9e-41	130.1	0.972	0.946	1	70		MH643778_Aca_alone_1,MH643778_acrif3_2	Anti_CRISPR	acrif5	Antidefense
MH719194	MH719194_9	acb2	9	defense-finder-models/ADF/Anti_CBASS/acb2	MH719194_acb2_1	1	1	1.0	1.0	1	acb2	mandatory	109	2.2e-41	132.2	0.979	0.982	1	107			Anti_CBASS	acb2	Antidefense
MH725810	MH725810_140	narp1_namat	140	defense-finder-models/ADF/NADP/NARP1	MH725810_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	4.3e-208	685.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
MH725810	MH725810_142	narp1_adps	142	defense-finder-models/ADF/NADP/NARP1	MH725810_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.8e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
MH791399	MH791399_148	narp1_namat	148	defense-finder-models/ADF/NADP/NARP1	MH791399_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	6.799999999999999e-208	684.8	0.987	0.993	2	560			NADP	NARP1	Antidefense
MH791399	MH791399_150	narp1_adps	150	defense-finder-models/ADF/NADP/NARP1	MH791399_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	292	9.200000000000001e-88	287.6	0.851	0.901	24	286			NADP	NARP1	Antidefense
MH791403	MH791403_79	klca	79	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	MH791403_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	138	8.4e-50	161.0	0.822	0.978	3	137			Anti_RM	ardb_klca_acric11	Antidefense
MH791406	MH791406_80	klca	80	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	MH791406_ardb_klca_acric11_1	1	1	1.0	0.8	1	ardb	mandatory	137	8e-51	164.3	0.822	0.978	3	136			Anti_RM	ardb_klca_acric11	Antidefense
MH791408	MH791408_143	narp1_namat	143	defense-finder-models/ADF/NADP/NARP1	MH791408_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	9.099999999999999e-208	684.3	0.987	0.993	2	560			NADP	NARP1	Antidefense
MH791408	MH791408_145	narp1_adps	145	defense-finder-models/ADF/NADP/NARP1	MH791408_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.9e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
MH791416	MH791416_143	narp1_namat	143	defense-finder-models/ADF/NADP/NARP1	MH791416_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	9.099999999999999e-208	684.3	0.987	0.993	2	560			NADP	NARP1	Antidefense
MH791416	MH791416_145	narp1_adps	145	defense-finder-models/ADF/NADP/NARP1	MH791416_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.9e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
MK138526	MK138526_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	MK138526_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	7.7e-208	684.5	0.987	0.993	2	560			NADP	NARP1	Antidefense
MK138526	MK138526_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	MK138526_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	5.2e-88	288.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
MK144667	MK144667_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK144667_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK144667	MK144667_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK144667_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.3e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK144667	MK144667_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK144667_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK144667_Aca_alone_1,MK144667_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK144667	MK144667_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK144667_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK144667_Aca_alone_1,MK144667_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK224498	MK224498_145	narp1_namat	145	defense-finder-models/ADF/NADP/NARP1	MK224498_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	1.3999999999999998e-208	687.1	0.987	0.993	2	560			NADP	NARP1	Antidefense
MK224498	MK224498_147	narp1_adps	147	defense-finder-models/ADF/NADP/NARP1	MK224498_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	6e-88	288.2	0.858	0.91	21	283			NADP	NARP1	Antidefense
MK340761	MK340761_142	narp1_namat	142	defense-finder-models/ADF/NADP/NARP1	MK340761_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	4.4e-208	685.4	0.987	0.993	2	560			NADP	NARP1	Antidefense
MK340761	MK340761_144	narp1_adps	144	defense-finder-models/ADF/NADP/NARP1	MK340761_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	3.9e-88	288.8	0.858	0.91	21	283			NADP	NARP1	Antidefense
MK443264	MK443264_143	narp1_namat	143	defense-finder-models/ADF/NADP/NARP1	MK443264_NARP1_1	1	1	1.0	2.0	1	narp1_namat	mandatory	563	6.599999999999999e-208	684.8	0.987	0.993	2	560			NADP	NARP1	Antidefense
MK443264	MK443264_145	narp1_adps	145	defense-finder-models/ADF/NADP/NARP1	MK443264_NARP1_1	1	1	1.0	2.0	1	narp1_adps	mandatory	289	2.4e-88	289.4	0.858	0.91	21	283			NADP	NARP1	Antidefense
MK443266	MK443266_78	acb2	78	defense-finder-models/ADF/Anti_CBASS/acb2	MK443266_acb2_1	1	1	1.0	1.0	1	acb2	mandatory	234	2.9e-16	52.4	0.884	0.393	141	232			Anti_CBASS	acb2	Antidefense
MK511017	MK511017_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511017_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511017	MK511017_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511017_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.3e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511017	MK511017_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511017_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511017_Aca_alone_1,MK511017_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511017	MK511017_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511017_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511017_Aca_alone_1,MK511017_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511018	MK511018_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511018_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.8e-45	145.0	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511018	MK511018_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511018_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511018	MK511018_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511018_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	75	8.6e-40	126.7	0.958	0.92	3	71		MK511018_Aca_alone_1,MK511018_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511018	MK511018_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511018_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	75	8.6e-40	126.7	0.958	0.92	3	71		MK511018_Aca_alone_1,MK511018_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511019	MK511019_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511019_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	9e-46	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511019	MK511019_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511019_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	7.700000000000001e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511019	MK511019_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511019_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	75	2.6e-39	125.0	0.958	0.92	3	71		MK511019_Aca_alone_1,MK511019_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511019	MK511019_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511019_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	75	2.6e-39	125.0	0.958	0.92	3	71		MK511019_Aca_alone_1,MK511019_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511020	MK511020_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511020_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511020	MK511020_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511020_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.400000000000001e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511020	MK511020_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511020_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.9e-39	124.4	0.958	0.821	12	80		MK511020_Aca_alone_1,MK511020_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511020	MK511020_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511020_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.9e-39	124.4	0.958	0.821	12	80		MK511020_Aca_alone_1,MK511020_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511021	MK511021_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511021_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511021	MK511021_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511021_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.3e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511021	MK511021_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511021_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511021_Aca_alone_1,MK511021_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511021	MK511021_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511021_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511021_Aca_alone_1,MK511021_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511022	MK511022_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511022_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.3e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511022	MK511022_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511022_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	1.1000000000000002e-59	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511022	MK511022_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511022_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	5.5999999999999996e-39	124.4	0.958	0.821	12	80		MK511022_Aca_alone_1,MK511022_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511022	MK511022_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511022_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	5.5999999999999996e-39	124.4	0.958	0.821	12	80		MK511022_Aca_alone_1,MK511022_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511023	MK511023_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511023_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511023	MK511023_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511023_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.3e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511023	MK511023_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511023_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511023_Aca_alone_1,MK511023_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511023	MK511023_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511023_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511023_Aca_alone_1,MK511023_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511024	MK511024_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511024_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511024	MK511024_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511024_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.400000000000001e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511024	MK511024_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511024_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.9e-39	124.4	0.958	0.821	12	80		MK511024_Aca_alone_1,MK511024_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511024	MK511024_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511024_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.9e-39	124.4	0.958	0.821	12	80		MK511024_Aca_alone_1,MK511024_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511025	MK511025_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511025_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511025	MK511025_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511025_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.400000000000001e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511025	MK511025_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511025_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.9e-39	124.4	0.958	0.821	12	80		MK511025_Aca_alone_1,MK511025_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511025	MK511025_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511025_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.9e-39	124.4	0.958	0.821	12	80		MK511025_Aca_alone_1,MK511025_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511026	MK511026_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511026_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511026	MK511026_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511026_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.3e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511026	MK511026_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511026_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511026_Aca_alone_1,MK511026_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511026	MK511026_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511026_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511026_Aca_alone_1,MK511026_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511027	MK511027_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511027_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511027	MK511027_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511027_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.3e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511027	MK511027_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511027_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511027_Aca_alone_1,MK511027_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511027	MK511027_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511027_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511027_Aca_alone_1,MK511027_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511028	MK511028_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511028_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
MK511028	MK511028_6	acrif4	6	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511028_acrif4_3	1	1	0.143	1.5	1	acrif4	mandatory	101	9.3e-60	191.2	1.0	0.98	2	100			Anti_CRISPR	acrif4	Antidefense
MK511028	MK511028_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511028_acrie3_2	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511028_Aca_alone_1,MK511028_acrif4_3	Anti_CRISPR	acrie3	Antidefense
MK511028	MK511028_7	aca1	7	defense-finder-models/ADF/Anti_CRISPR/acrif4	MK511028_acrif4_3	1	1	0.143	1.5	1	aca1	accessory	84	4.7999999999999997e-39	124.4	0.958	0.821	12	80		MK511028_Aca_alone_1,MK511028_acrie3_2	Anti_CRISPR	acrif4	Antidefense
MK511029	MK511029_5	acrie3	5	defense-finder-models/ADF/Anti_CRISPR/acrie3	MK511029_acrie3_2	1	1	0.143	1.5	1	acrie3	mandatory	66	1.1e-45	145.8	0.941	0.97	1	64			Anti_CRISPR	acrie3	Antidefense
