accession	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_11	aca1	11	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrif5_4	1	1	0.143	1.5	1	aca1	accessory	68	1.6999999999999999e-35	113.3	0.958	0.971	1	66		GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_Aca_alone_1,GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrie1_2,GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_acrif3_3	Anti_CRISPR	acrif5	Antidefense
GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_21	ardk	21	defense-finder-models/ADF/Anti_RM/ardk	GCA_019857425.1_ASM1985742v1_genomic_all_plasmids.part_CP077979.1_ardk_5	1	1	1.0	1.0	1	ardk	mandatory	140	6.1e-39	124.6	0.909	0.7	39	136			Anti_RM	ardk	Antidefense
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_3	klca	3	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_ardb_klca_acric11_4	1	1	1.0	0.8	1	ardb	mandatory	142	5.5e-57	183.9	0.865	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_19	acrif3	19	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	141	9.2e-85	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_20	acrif5	20	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	2.3e-57	183.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_21	aca1	21	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	112.9	0.958	0.971	1	66		GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_Aca_alone_1,GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif5_3	Anti_CRISPR	acrif3	Antidefense
GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_21	aca1	21	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	112.9	0.958	0.971	1	66		GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_Aca_alone_1,GCA_019857445.1_ASM1985744v1_genomic_all_plasmids.part_CP077982.1_acrif3_2	Anti_CRISPR	acrif5	Antidefense
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_3	klca	3	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_ardb_klca_acric11_4	1	1	1.0	0.8	1	ardb	mandatory	142	5.4e-57	183.9	0.865	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_19	acrif3	19	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	141	9e-85	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_20	acrif5	20	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	2.3e-57	183.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_21	aca1	21	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	112.9	0.958	0.971	1	66		GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_Aca_alone_1,GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif5_3	Anti_CRISPR	acrif3	Antidefense
GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_21	aca1	21	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	112.9	0.958	0.971	1	66		GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_Aca_alone_1,GCA_019857465.1_ASM1985746v1_genomic_all_plasmids.part_CP077986.1_acrif3_2	Anti_CRISPR	acrif5	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_11	acrie1	11	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrie1_2	1	1	0.143	1.5	1	acrie1	mandatory	101	3.9e-59	189.7	0.99	0.99	1	100			Anti_CRISPR	acrie1	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_12	acrif3	12	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif3_3	1	1	0.143	1.5	1	acrif3	mandatory	141	2.5e-82	266.4	0.986	0.993	1	140			Anti_CRISPR	acrif3	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_13	acrif5	13	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif5_4	1	1	0.143	1.5	1	acrif5	mandatory	80	2e-58	186.7	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	aca1	14	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrie1_2	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	113.3	0.958	0.971	1	66		GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_Aca_alone_1,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif3_3,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif5_4	Anti_CRISPR	acrie1	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	aca1	14	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif3_3	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	113.3	0.958	0.971	1	66		GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_Aca_alone_1,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrie1_2,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif5_4	Anti_CRISPR	acrif3	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_14	aca1	14	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif5_4	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	113.3	0.958	0.971	1	66		GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_Aca_alone_1,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrie1_2,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_acrif3_3	Anti_CRISPR	acrif5	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_22	ardk	22	defense-finder-models/ADF/Anti_RM/ardk	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077989.1_ardk_5	1	1	1.0	1.0	1	ardk	mandatory	140	1.7e-39	126.5	0.909	0.7	39	136			Anti_RM	ardk	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_3	klca	3	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_ardb_klca_acric11_4	1	1	1.0	0.8	1	ardb	mandatory	142	5.4e-57	183.9	0.865	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_19	acrif3	19	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	141	9e-85	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_20	acrif5	20	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	2.3e-57	183.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_21	aca1	21	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	112.9	0.958	0.971	1	66		GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_Aca_alone_1,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif5_3	Anti_CRISPR	acrif3	Antidefense
GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_21	aca1	21	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	112.9	0.958	0.971	1	66		GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_Aca_alone_1,GCA_019857485.1_ASM1985748v1_genomic_all_plasmids.part_CP077990.1_acrif3_2	Anti_CRISPR	acrif5	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_3	klca	3	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_ardb_klca_acric11_4	1	1	1.0	0.8	1	ardb	mandatory	142	6.5e-57	183.9	0.865	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31	aca1	31	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif3_2	1	1	0.143	1.5	1	aca1	accessory	68	2.3999999999999999e-35	112.9	0.958	0.971	1	66		GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_Aca_alone_1,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif5_3	Anti_CRISPR	acrif3	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_31	aca1	31	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif5_3	1	1	0.143	1.5	1	aca1	accessory	68	2.3999999999999999e-35	112.9	0.958	0.971	1	66		GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_Aca_alone_1,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif3_2	Anti_CRISPR	acrif5	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_32	acrif5	32	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif5_3	1	1	0.143	1.5	1	acrif5	mandatory	80	2.8e-57	183.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_33	acrif3	33	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077995.1_acrif3_2	1	1	0.143	1.5	1	acrif3	mandatory	141	1.1e-84	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_11	acrie1	11	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrie1_2	1	1	0.143	1.5	1	acrie1	mandatory	101	3.9e-59	189.7	0.99	0.99	1	100			Anti_CRISPR	acrie1	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_12	acrif3	12	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif3_3	1	1	0.143	1.5	1	acrif3	mandatory	141	2.5e-82	266.4	0.986	0.993	1	140			Anti_CRISPR	acrif3	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_13	acrif5	13	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif5_4	1	1	0.143	1.5	1	acrif5	mandatory	80	2e-58	186.7	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_14	aca1	14	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrie1_2	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	113.3	0.958	0.971	1	66		GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_Aca_alone_1,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif3_3,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif5_4	Anti_CRISPR	acrie1	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_14	aca1	14	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif3_3	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	113.3	0.958	0.971	1	66		GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_Aca_alone_1,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrie1_2,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif5_4	Anti_CRISPR	acrif3	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_14	aca1	14	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif5_4	1	1	0.143	1.5	1	aca1	accessory	68	2e-35	113.3	0.958	0.971	1	66		GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_Aca_alone_1,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrie1_2,GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_acrif3_3	Anti_CRISPR	acrif5	Antidefense
GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_22	ardk	22	defense-finder-models/ADF/Anti_RM/ardk	GCA_019857505.1_ASM1985750v1_genomic_all_plasmids.part_CP077996.1_ardk_5	1	1	1.0	1.0	1	ardk	mandatory	103	6.9999999999999995e-40	127.8	0.909	0.951	2	99			Anti_RM	ardk	Antidefense
GCA_019857525.1_ASM1985752v1_genomic_all_plasmids.part_CP077998.1	GCA_019857525.1_ASM1985752v1_genomic_all_plasmids.part_CP077998.1	GCA_019857525.1_ASM1985752v1_genomic_all_plasmids.part_CP077998.1_15	ardc	15	defense-finder-models/ADF/Anti_RM/ardc	GCA_019857525.1_ASM1985752v1_genomic_all_plasmids.part_CP077998.1_ardc_1	1	1	1.0	1.0	1	ardc	mandatory	1004	1.3e-94	308.3	0.882	0.294	3	297			Anti_RM	ardc	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_2	klca	2	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_ardb_klca_acric11_6	1	1	1.0	0.8	1	ardb	mandatory	141	2.4e-56	182.9	0.859	0.993	1	140			Anti_RM	ardb_klca_acric11	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_72	ardk	72	defense-finder-models/ADF/Anti_RM/ardk	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_ardk_7	1	1	1.0	1.0	1	ardk	mandatory	103	1.1999999999999999e-39	127.8	0.909	0.951	2	99			Anti_RM	ardk	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_80	acrif5	80	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_acrif5_4	1	1	0.071	1.0	1	acrif5	mandatory	80	3.6e-58	186.7	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_81	acrif3	81	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_acrif3_2	1	1	0.071	1.0	1	acrif3	mandatory	141	4.4e-82	266.4	0.986	0.993	1	140			Anti_CRISPR	acrif3	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_82	acrie1	82	defense-finder-models/ADF/Anti_CRISPR/acrie1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_acrie1_1	1	1	0.071	1.0	1	acrie1	mandatory	101	6.900000000000001e-59	189.7	0.99	0.99	1	100			Anti_CRISPR	acrie1	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_124	acrif5	124	defense-finder-models/ADF/Anti_CRISPR/acrif5	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_acrif5_5	1	1	0.071	1.0	1	acrif5	mandatory	80	5.200000000000001e-57	183.0	1.0	0.988	1	79			Anti_CRISPR	acrif5	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_125	acrif3	125	defense-finder-models/ADF/Anti_CRISPR/acrif3	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_acrif3_3	1	1	0.071	1.0	1	acrif3	mandatory	141	1.9999999999999998e-84	274.0	0.986	0.972	1	137			Anti_CRISPR	acrif3	Antidefense
GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_139	ardk	139	defense-finder-models/ADF/Anti_RM/ardk	GCA_019857545.1_ASM1985754v1_genomic_all_plasmids.part_CP078000.1_ardk_8	1	1	1.0	1.0	1	ardk	mandatory	136	2.0000000000000002e-39	127.1	0.882	0.699	40	134			Anti_RM	ardk	Antidefense
